IsHoliday,Size,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,md1_present,md2_present,md3_present,md4_present,md5_present,Type_A,Type_B,Store_1,Store_2,Store_3,Dept_1,Dept_2,Dept_3,Dept_4,Dept_5,Black_Friday_no,Black_Friday_yes,Pre_christmas_no,Pre_christmas_yes,Lagged_Sales,Lagged_Available,Sales_diff,Difference
0,151315,46.5,2.625,0.0,0.0,0.0,0.0,0.0,211.3501429,8.106,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,44292.87,1.0,2236.8099999999977,-1868.3000000000031
1,202307,33.19,3.022,0.0,0.0,0.0,0.0,0.0,212.5928624,8.027999999999999,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,60069.23,1.0,9096.370000000004,-1454.0399999999936
0,202307,67.14,3.907,0.0,0.0,0.0,0.0,0.0,215.3834778,7.931,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,11231.21,1.0,-187.79499999999825,255.41500000000087
0,37392,48.71,3.01,0.0,0.0,0.0,0.0,0.0,215.5065821,7.551,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,8313.48,1.0,-6.25,826.6999999999997
0,37392,75.19,3.688,3794.95,0.0,0.25,813.77,618.46,225.2351496,6.664,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,5182.24,1.0,-1235.0649999999996,-1623.205
0,151315,72.03,3.81,0.0,0.0,0.0,0.0,0.0,215.6279544,7.682,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,8468.72,1.0,332.84000000000196,147.9400000000005
0,202307,47.17,2.625,0.0,0.0,0.0,0.0,0.0,211.0067542,8.324,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,64963.9,1.0,1658.1299999999976,-1806.6100000000006
0,202307,75.58,3.467,0.0,0.0,0.0,0.0,0.0,216.0282356,7.852,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,23973.86,1.0,1564.729999999996,1334.3699999999953
0,151315,90.76,3.638,0.0,0.0,0.0,0.0,0.0,215.6057878,7.9620000000000015,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,21183.42,1.0,-3568.1399999999994,-3705.650000000001
0,37392,71.64,2.725,0.0,0.0,0.0,0.0,0.0,215.17839,7.564,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,4271.04,1.0,0.0,184.88000000000008
0,151315,85.55,3.524,0.0,0.0,0.0,0.0,0.0,215.18413680000003,7.9620000000000015,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,6165.73,1.0,7272.994999999999,5368.084999999998
0,37392,72.74,3.617,1750.8,0.0,3.01,480.24,646.82,226.7210356,6.034,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,8762.39,1.0,495.57999999999987,-492.1500000000015
0,37392,49.26,3.158,4059.38,6.47,123.42,833.44,3018.08,222.4167852,7.197,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,14506.34,1.0,6035.499999999996,643.9199999999983
0,202307,42.83,3.01,0.0,0.0,0.0,0.0,0.0,211.8552668,8.027999999999999,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,23088.16,1.0,-591.7499999999964,-2965.1599999999958
0,202307,75.88,3.717,8325.93,0.0,37.32,1808.69,9314.55,222.2174395,6.565,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,66273.96,1.0,-1957.020000000004,332.58000000000175
0,202307,46.1,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,46131.14,1.0,-1033.7799999999988,2970.650000000001
0,202307,57.83,3.045,0.0,0.0,0.0,0.0,0.0,212.90331150000003,8.027999999999999,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,50238.23,1.0,-5140.870000000003,0.0
1,151315,38.51,2.548,0.0,0.0,0.0,0.0,0.0,211.24216980000003,8.106,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,24924.5,1.0,12962.669999999998,-8152.32
0,202307,88.7,2.664,0.0,0.0,0.0,0.0,0.0,211.2596586,8.099,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,69947.0,1.0,-646.3000000000029,-172.08999999999648
0,37392,85.13,2.627,0.0,0.0,0.0,0.0,0.0,214.8341952,7.346,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,4205.62,1.0,1080.21,1733.13
0,202307,54.63,3.555,13048.36,12059.1,10.2,5299.73,10380.03,220.275944,7.057,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,52735.59,1.0,-18108.689999999995,0.0
0,151315,80.69,2.705,0.0,0.0,0.0,0.0,0.0,211.1764278,7.808,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,36380.36,1.0,1019.9499999999972,-3147.8800000000047
0,151315,44.04,3.016,0.0,0.0,0.0,0.0,0.0,211.82723430000004,7.742000000000001,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,13275.87,1.0,-371.46500000000015,371.46500000000015
0,202307,78.69,3.452,12162.04,463.6,78.39,3610.78,10877.64,221.3877467,6.891,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,10794.48,1.0,63.64000000000124,-514.289999999999
0,151315,51.45,2.732,0.0,0.0,0.0,0.0,0.0,211.0180424,8.106,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,43615.49,1.0,2914.1900000000023,4637.129999999997
0,151315,70.33,3.63,6154.14,0.0,45.11,1675.49,5508.18,221.742674,7.143,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,18164.2,1.0,-972.9050000000025,-1326.4950000000024
0,37392,75.88,3.743,0.0,0.0,0.0,0.0,0.0,218.6788642,7.574,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,7652.89,1.0,201.24499999999992,1115.545
0,202307,60.97,3.6010000000000004,2145.5,0.0,33.31,586.83,10421.01,223.01542630000003,6.17,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,30789.27,1.0,3280.73,0.0
0,202307,64.01,3.787,6008.98,139.93,6.63,1650.49,5263.08,220.9244858,7.057,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,32855.76,1.0,-4246.68,4617.09
0,151315,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,46350.97,1.0,1308.9599999999991,2687.4100000000035
0,202307,83.49,2.64,0.0,0.0,0.0,0.0,0.0,211.0264684,8.099,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,66465.49,1.0,-674.2750000000087,-2038.305000000008
0,202307,57.11,3.669,11784.91,368.32,3.0,2498.17,7746.0,220.6974332,7.057,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,32307.69,1.0,-3698.609999999997,160.1900000000023
0,151315,87.96,3.523,0.0,0.0,0.0,0.0,0.0,215.7332258,7.9620000000000015,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,39148.87,1.0,-1042.9700000000012,610.7000000000044
0,151315,71.89,2.603,0.0,0.0,0.0,0.0,0.0,211.6719895,7.837999999999999,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,17039.38,1.0,5878.5099999999975,-463.4900000000016
0,37392,69.36,3.845,825.1,99.83,1.25,113.25,388.39,224.8651254,6.832999999999998,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,9390.09,1.0,-2716.26,-5585.790000000001
0,151315,85.22,2.619,0.0,0.0,0.0,0.0,0.0,211.5673056,7.787000000000001,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,15740.13,1.0,53.7400000000016,0.0
0,37392,75.79,3.907,0.0,0.0,0.0,0.0,0.0,219.127216,7.574,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,6504.96,1.0,789.5999999999996,-1119.0400000000009
0,37392,57.06,2.732,0.0,0.0,0.0,0.0,0.0,214.3241011,7.3679999999999986,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,7043.63,1.0,1468.0999999999995,1573.5599999999995
0,151315,42.27,2.989,0.0,0.0,0.0,0.0,0.0,212.5668812,7.742000000000001,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,32905.88,1.0,3573.3700000000026,608.760000000002
0,37392,73.39,3.814,1178.7,0.0,2.95,36.5,351.97,225.1243526,6.664,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,18816.49,1.0,-3801.650000000001,-3993.759999999999
0,202307,69.24,2.603,0.0,0.0,0.0,0.0,0.0,211.3298742,8.163,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,26127.76,1.0,7942.2400000000025,7046.650000000002
0,37392,86.42,3.286,2297.32,8.0,0.0,395.28,1182.52,225.3492435,6.664,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,19549.19,1.0,-2414.619999999999,-2488.7200000000007
0,151315,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,46219.96,1.0,-15422.079999999998,0.0
0,202307,66.24,2.716,0.0,0.0,0.0,0.0,0.0,211.5661131,8.163,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,42886.13,1.0,1819.310000000005,-216.37999999999738
0,37392,81.75,2.642,0.0,0.0,0.0,0.0,0.0,214.4265704,7.346,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,16314.65,1.0,774.0599999999995,1995.5299999999988
0,202307,80.17,3.256,8354.65,342.25,20.53,5674.44,5012.22,221.5616784,6.565,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,20850.59,1.0,501.8650000000016,684.1850000000012
0,151315,46.33,2.843,0.0,0.0,0.0,0.0,0.0,211.4659526,7.837999999999999,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,37110.55,1.0,1498.9199999999985,2245.1600000000035
0,202307,82.74,2.669,0.0,0.0,0.0,0.0,0.0,210.8803726,8.099,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,26773.43,1.0,-5420.9749999999985,-3991.384999999999
0,37392,82.2,2.669,0.0,0.0,0.0,0.0,0.0,214.5463222,7.346,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,4377.74,1.0,438.165,577.3449999999992
0,37392,85.38,3.48,0.0,0.0,0.0,0.0,0.0,218.6424704,7.567,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,17234.09,1.0,-145.38000000000102,-1053.3700000000026
0,202307,51.7,3.268,6552.26,4355.69,105.97,1703.1,3376.03,219.6258417,7.057,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,62505.79,1.0,-723.5550000000003,344.0849999999992
0,37392,72.05,3.877,2784.82,130.68,1.75,425.29,904.8,225.0689541,6.664,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,11871.96,1.0,-3272.1899999999987,-943.9300000000003
0,151315,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,47629.14,1.0,-2570.9199999999983,-4713.699999999997
0,202307,57.83,3.045,0.0,0.0,0.0,0.0,0.0,212.90331150000003,8.027999999999999,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,40400.46,1.0,-5773.559999999998,-791.9700000000012
0,151315,81.84,2.64,0.0,0.0,0.0,0.0,0.0,211.36990319999995,7.787000000000001,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,16930.62,1.0,-3491.8950000000004,-7477.225000000002
0,151315,53.56,3.459,0.0,0.0,0.0,0.0,0.0,214.1110564,7.742000000000001,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,11039.12,1.0,-915.67,-566.5199999999986
0,37392,85.13,2.627,0.0,0.0,0.0,0.0,0.0,214.8341952,7.346,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,9147.7,1.0,4571.529999999999,2033.2199999999993
0,37392,76.91,3.807,0.0,0.0,0.0,0.0,0.0,218.851237,7.574,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,6738.59,1.0,1115.545,83.39500000000044
0,202307,84.79,3.571,4774.16,330.78,10.53,4253.28,4927.26,221.6751459,6.565,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,67146.39,1.0,2154.3099999999977,442.9100000000035
0,37392,87.14,3.575,0.0,0.0,0.0,0.0,0.0,218.7275216,7.567,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,8171.98,1.0,975.9050000000008,-2249.834999999999
0,151315,86.41,3.637,0.0,0.0,0.0,0.0,0.0,214.9980596,7.682,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,15883.52,1.0,445.19999999999885,1350.6299999999992
0,202307,48.74,3.172,8010.99,83.47,1897.27,4444.0,28238.93,218.3590319,7.441,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,60792.11,1.0,-12851.800000000005,3645.229999999996
0,202307,83.07,3.699,0.0,0.0,0.0,0.0,0.0,214.92548650000003,7.931,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,21334.34,1.0,2423.0200000000004,1583.2400000000016
0,37392,84.29,3.699,0.0,0.0,0.0,0.0,0.0,218.6449369,7.574,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,6653.54,1.0,3706.14,852.6599999999999
0,151315,66.57,3.372,0.0,0.0,0.0,0.0,0.0,217.6766791,7.866,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,10136.78,1.0,-361.6100000000006,353.9699999999993
0,202307,62.32,3.488,0.0,0.0,0.0,0.0,0.0,214.0156238,8.027999999999999,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,11247.41,1.0,162.65999999999985,2287.58
0,37392,68.0,2.77,0.0,0.0,0.0,0.0,0.0,213.91205950000003,7.343,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3288.31,1.0,292.5100000000002,226.98
1,151315,60.14,3.236,410.31,98.0,55805.51,8.0,554.92,218.4676211,7.866,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,10104.36,1.0,-92.17500000000109,694.625
0,202307,45.5,2.843,0.0,0.0,0.0,0.0,0.0,211.12479930000003,8.163,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,15463.76,1.0,1702.8799999999994,1094.5699999999997
0,151315,86.41,3.637,0.0,0.0,0.0,0.0,0.0,214.9980596,7.682,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,35376.06,1.0,2024.25,1877.1399999999994
0,37392,74.66,3.506,370.99,6.35,4.0,5.94,180.07,226.9873637,6.034,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,19849.1,1.0,-3207.9399999999987,-2253.540000000001
0,202307,68.43,3.891,12132.59,1.3,32.58,4874.69,5535.13,221.0737638,6.891,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,23440.64,1.0,5269.705000000002,-669.3149999999988
0,151315,77.95,3.5010000000000003,6086.21,12.0,370.51,148.75,3690.85,221.7472139,7.143,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,18625.67,1.0,1608.2300000000034,3000.650000000001
0,37392,57.06,2.732,0.0,0.0,0.0,0.0,0.0,214.3241011,7.3679999999999986,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,9527.14,1.0,1629.4400000000005,-1442.9699999999993
0,151315,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,15440.65,1.0,2174.629999999999,-4830.950000000002
0,151315,72.99,3.807,0.0,0.0,0.0,0.0,0.0,215.45990530000003,7.682,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,33466.89,1.0,2186.675000000003,520.8650000000052
0,37392,70.31,3.6010000000000004,775.31,0.0,2.78,498.54,328.16,226.9239785,6.034,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,10434.33,1.0,-2124.32,-762.0799999999998
0,202307,89.64,3.533,0.0,0.0,0.0,0.0,0.0,215.4508632,7.852,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,21642.33,1.0,3896.2599999999943,1892.859999999997
0,37392,83.14,3.227,2625.99,30.7,28.16,703.16,1962.17,225.3916254,6.334,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,15920.6,1.0,-6772.715,-2736.475000000001
0,151315,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,29345.72,1.0,-5641.350000000002,-1737.760000000002
0,151315,59.61,2.728,0.0,0.0,0.0,0.0,0.0,212.003944,7.837999999999999,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,23903.81,1.0,2124.119999999999,2329.040000000001
0,151315,91.65,3.684,0.0,0.0,0.0,0.0,0.0,215.544618,7.9620000000000015,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,15922.41,1.0,-128.53999999999905,498.3200000000015
0,37392,47.07,2.514,0.0,0.0,0.0,0.0,0.0,214.6198868,7.3679999999999986,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,12981.72,1.0,2069.76,2473.66
0,37392,71.04,3.372,0.0,0.0,0.0,0.0,0.0,221.0801842,7.197,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,7355.44,1.0,954.5700000000006,627.54
0,151315,42.27,2.989,0.0,0.0,0.0,0.0,0.0,212.5668812,7.742000000000001,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,22118.7,1.0,8679.18,-482.739999999998
0,151315,74.97,3.717,17212.52,7.0,18.79,1523.11,7992.72,222.5820193,6.908,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,18322.37,1.0,114.21000000000276,-1179.6399999999996
0,37392,82.7,3.346,1843.45,11.2,0.51,421.71,1743.54,225.3068615,6.664,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,19719.88,1.0,-2585.310000000001,-2414.619999999999
0,202307,55.43,3.524,0.0,0.0,0.0,0.0,0.0,214.48869080000003,7.931,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,60715.5,1.0,4162.959999999999,-140.33000000000177
0,151315,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,6.908,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,17823.37,1.0,-1787.7299999999993,-530.5400000000009
0,151315,67.23,3.814,3221.25,0.0,35.49,577.14,6222.25,221.6179368,7.143,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,16645.01,1.0,5251.2750000000015,4725.895
