IsHoliday,Size,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,md1_present,md2_present,md3_present,md4_present,md5_present,Type_A,Type_B,Store_1,Store_2,Store_3,Dept_1,Dept_2,Dept_3,Dept_4,Dept_5,Black_Friday_no,Black_Friday_yes,Pre_christmas_no,Pre_christmas_yes,Lagged_Sales,Lagged_Available,Sales_diff,Difference
0,151315,42.31,2.572,0.0,0.0,0.0,0.0,0.0,211.0963582,8.106,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,11135.17,0.0,0.0,-2604.9500000000007
0,151315,39.93,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,211.2891429,8.106,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,10887.84,1.0,247.32999999999993,-388.2999999999993
0,151315,46.63,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.3196429,8.106,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,11523.47,1.0,-388.2999999999993,0.0
0,151315,42.27,2.989,0.0,0.0,0.0,0.0,0.0,212.56688119999998,7.742000000000001,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,11983.34,1.0,-848.1700000000001,122.64999999999964
0,151315,57.36,3.045,0.0,0.0,0.0,0.0,0.0,213.2478853,7.742000000000001,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,11428.25,1.0,-293.0799999999999,-589.8099999999995
0,151315,62.9,3.065,0.0,0.0,0.0,0.0,0.0,213.535609,7.742000000000001,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,11724.98,1.0,-589.8099999999995,661.3899999999994
0,151315,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,10613.17,1.0,522.0,-1350.6100000000006
0,151315,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.42575860000002,7.348,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,12388.85,1.0,-1253.6800000000003,897.3899999999994
0,151315,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,10237.78,1.0,897.3899999999994,632.7700000000004
0,151315,42.31,2.572,0.0,0.0,0.0,0.0,0.0,211.0963582,8.106,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,36479.25,0.0,0.0,-3474.790000000001
0,151315,39.93,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,211.2891429,8.106,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,35351.21,1.0,1128.0400000000009,-347.6999999999971
0,151315,46.63,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.3196429,8.106,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,36826.95,1.0,-347.6999999999971,1819.0899999999965
0,151315,42.27,2.989,0.0,0.0,0.0,0.0,0.0,212.56688119999998,7.742000000000001,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,32905.88,1.0,3573.3700000000026,608.760000000002
0,151315,57.36,3.045,0.0,0.0,0.0,0.0,0.0,213.2478853,7.742000000000001,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,37373.33,1.0,-894.0800000000017,0.0
0,151315,62.9,3.065,0.0,0.0,0.0,0.0,0.0,213.535609,7.742000000000001,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,36479.25,1.0,0.0,2802.0699999999997
0,151315,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,33613.91,1.0,2865.3399999999965,-3795.5800000000017
0,151315,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.42575860000002,7.348,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,39305.13,1.0,-2825.8799999999974,-71.20999999999913
0,151315,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,36550.46,1.0,-71.20999999999913,1525.4000000000015
0,151315,42.31,2.572,0.0,0.0,0.0,0.0,0.0,211.0963582,8.106,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,30797.88,0.0,0.0,-1431.5
0,151315,39.93,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,211.2891429,8.106,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,29620.81,1.0,1177.0699999999997,4329.610000000001
0,151315,46.63,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.3196429,8.106,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,26468.27,1.0,4329.610000000001,6695.990000000002
0,151315,42.27,2.989,0.0,0.0,0.0,0.0,0.0,212.56688119999998,7.742000000000001,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,22118.7,1.0,8679.18,-482.73999999999796
0,151315,57.36,3.045,0.0,0.0,0.0,0.0,0.0,213.2478853,7.742000000000001,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,36667.65,1.0,-5869.77,-294.73999999999796
0,151315,62.9,3.065,0.0,0.0,0.0,0.0,0.0,213.535609,7.742000000000001,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,31092.62,1.0,-294.73999999999796,6927.57
0,151315,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,21376.42,1.0,9421.460000000003,2490.4500000000007
0,151315,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.42575860000002,7.348,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,38096.04,1.0,-7298.16,-15422.079999999998
0,151315,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,46219.96,1.0,-15422.079999999998,0.0
1,151315,38.51,2.548,0.0,0.0,0.0,0.0,0.0,211.24216980000003,8.106,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,24924.5,1.0,12962.669999999998,-8152.32
1,151315,36.39,3.022,0.0,0.0,0.0,0.0,0.0,212.9367046,7.742000000000001,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,21665.76,1.0,16221.41,0.0
1,151315,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.26517830000003,7.348,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,23510.49,1.0,14376.679999999997,898.6800000000003
1,151315,38.51,2.548,0.0,0.0,0.0,0.0,0.0,211.24216980000003,8.106,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,50605.27,1.0,-3009.9199999999983,2912.6100000000006
1,151315,36.39,3.022,0.0,0.0,0.0,0.0,0.0,212.9367046,7.742000000000001,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,46829.12,1.0,766.2299999999959,0.0
1,151315,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.26517830000003,7.348,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,54322.24,1.0,-6726.889999999999,-2985.709999999999
1,151315,38.51,2.548,0.0,0.0,0.0,0.0,0.0,211.24216980000003,8.106,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,13740.12,1.0,-2311.870000000001,540.4099999999999
1,151315,36.39,3.022,0.0,0.0,0.0,0.0,0.0,212.9367046,7.742000000000001,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,11012.52,1.0,415.72999999999956,0.0
1,151315,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.26517830000003,7.348,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,12485.78,1.0,-1057.5300000000007,-960.6000000000004
1,151315,38.51,2.548,0.0,0.0,0.0,0.0,0.0,211.24216980000003,8.106,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,39954.04,1.0,-2580.709999999999,2022.1200000000026
1,151315,36.39,3.022,0.0,0.0,0.0,0.0,0.0,212.9367046,7.742000000000001,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,35870.49,1.0,1502.8400000000038,0.0
1,151315,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.26517830000003,7.348,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,40274.83,1.0,-2901.5,-1931.7999999999956
1,151315,38.51,2.548,0.0,0.0,0.0,0.0,0.0,211.24216980000003,8.106,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,32229.38,1.0,4438.27,7046.84
1,151315,36.39,3.022,0.0,0.0,0.0,0.0,0.0,212.9367046,7.742000000000001,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,31280.62,1.0,5387.0300000000025,0.0
1,151315,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.26517830000003,7.348,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,28307.43,1.0,8360.220000000001,-1428.3899999999994
0,151315,46.5,2.625,0.0,0.0,0.0,0.0,0.0,211.3501429,8.106,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,19403.54,1.0,1876.8600000000006,-547.5
0,151315,57.79,2.667,0.0,0.0,0.0,0.0,0.0,211.3806429,8.106,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,21827.9,1.0,-547.5,237.01000000000204
0,151315,54.58,2.72,0.0,0.0,0.0,0.0,0.0,211.21563500000002,8.106,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,21043.39,1.0,237.01000000000204,-856.239999999998
0,151315,51.45,2.7319999999999998,0.0,0.0,0.0,0.0,0.0,211.0180424,8.106,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,22136.64,1.0,-856.239999999998,-4948.809999999998
0,151315,59.58,3.2880000000000003,0.0,0.0,0.0,0.0,0.0,213.8233327,7.742000000000001,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,19363.83,1.0,1916.5699999999997,952.7900000000009
0,151315,53.56,3.4589999999999996,0.0,0.0,0.0,0.0,0.0,214.11105640000002,7.742000000000001,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,20327.61,1.0,952.7900000000009,0.0
0,151315,62.76,3.488,0.0,0.0,0.0,0.0,0.0,214.3627114,7.742000000000001,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,21280.4,1.0,0.0,946.1700000000019
0,151315,69.97,3.4730000000000003,0.0,0.0,0.0,0.0,0.0,214.59993889999998,7.742000000000001,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,20334.23,1.0,946.1700000000019,399.3000000000029
0,151315,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.8480454,7.348,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,20124.22,1.0,1156.1800000000003,1167.3700000000026
0,151315,58.76,3.6689999999999996,10331.04,151.88,6.0,671.43,5509.84,221.05918870000002,7.348,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,20113.03,1.0,1167.3700000000026,140.33000000000175
0,151315,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.21181319999997,7.348,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,21140.07,1.0,140.33000000000175,-1086.4799999999996
0,151315,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,22366.88,1.0,-1086.4799999999996,-827.2999999999993
0,151315,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,22107.7,1.0,-827.2999999999993,-7672.459999999999
0,151315,46.5,2.625,0.0,0.0,0.0,0.0,0.0,211.3501429,8.106,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,44292.87,1.0,2236.8099999999977,-1868.300000000003
0,151315,57.79,2.667,0.0,0.0,0.0,0.0,0.0,211.3806429,8.106,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,48397.98,1.0,-1868.300000000003,2777.739999999998
0,151315,54.58,2.72,0.0,0.0,0.0,0.0,0.0,211.21563500000002,8.106,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,43751.94,1.0,2777.739999999998,2914.1900000000023
0,151315,51.45,2.7319999999999998,0.0,0.0,0.0,0.0,0.0,211.0180424,8.106,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,43615.49,1.0,2914.1900000000023,4637.129999999997
0,151315,59.58,3.2880000000000003,0.0,0.0,0.0,0.0,0.0,213.8233327,7.742000000000001,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,46165.25,1.0,364.4300000000003,-6505.860000000001
0,151315,53.56,3.4589999999999996,0.0,0.0,0.0,0.0,0.0,214.11105640000002,7.742000000000001,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,53035.54,1.0,-6505.860000000001,-1936.0400000000009
0,151315,62.76,3.488,0.0,0.0,0.0,0.0,0.0,214.3627114,7.742000000000001,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,48465.72,1.0,-1936.0400000000009,1307.3799999999974
0,151315,69.97,3.4730000000000003,0.0,0.0,0.0,0.0,0.0,214.59993889999998,7.742000000000001,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,45222.3,1.0,1307.3799999999974,2236.1399999999994
0,151315,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.8480454,7.348,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,47080.12,1.0,-550.4400000000023,-6078.830000000002
0,151315,58.76,3.6689999999999996,10331.04,151.88,6.0,671.43,5509.84,221.05918870000002,7.348,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,52608.51,1.0,-6078.830000000002,-2034.010000000002
0,151315,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.21181319999997,7.348,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,48563.69,1.0,-2034.010000000002,-816.6399999999994
0,151315,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,47346.32,1.0,-816.6399999999994,1733.6500000000015
0,151315,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,44796.03,1.0,1733.6500000000015,0.0
0,151315,46.5,2.625,0.0,0.0,0.0,0.0,0.0,211.3501429,8.106,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,11135.17,1.0,-1011.7199999999993,-2152.129999999999
0,151315,57.79,2.667,0.0,0.0,0.0,0.0,0.0,211.3806429,8.106,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,12275.58,1.0,-2152.129999999999,0.0
0,151315,54.58,2.72,0.0,0.0,0.0,0.0,0.0,211.21563500000002,8.106,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,10123.45,1.0,0.0,1122.08
0,151315,51.45,2.7319999999999998,0.0,0.0,0.0,0.0,0.0,211.0180424,8.106,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,9001.37,1.0,1122.08,-243.39999999999964
0,151315,59.58,3.2880000000000003,0.0,0.0,0.0,0.0,0.0,213.8233327,7.742000000000001,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,10473.78,1.0,-350.3299999999999,-915.6700000000001
0,151315,53.56,3.4589999999999996,0.0,0.0,0.0,0.0,0.0,214.11105640000002,7.742000000000001,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,11039.12,1.0,-915.6700000000001,-566.5199999999986
0,151315,62.76,3.488,0.0,0.0,0.0,0.0,0.0,214.3627114,7.742000000000001,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,10689.97,1.0,-566.5199999999986,1974.7600000000011
0,151315,69.97,3.4730000000000003,0.0,0.0,0.0,0.0,0.0,214.59993889999998,7.742000000000001,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,8148.69,1.0,1974.7600000000011,1074.4300000000003
0,151315,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.8480454,7.348,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,10502.4,1.0,-378.9499999999989,-1263.8599999999988
0,151315,58.76,3.6689999999999996,10331.04,151.88,6.0,671.43,5509.84,221.05918870000002,7.348,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,11387.31,1.0,-1263.8599999999988,-1802.2599999999984
0,151315,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.21181319999997,7.348,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,11925.71,1.0,-1802.2599999999984,1277.7200000000012
0,151315,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,8845.73,1.0,1277.7200000000012,2213.2300000000005
0,151315,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,7910.22,1.0,2213.2300000000005,994.2200000000012
0,151315,46.5,2.625,0.0,0.0,0.0,0.0,0.0,211.3501429,8.106,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,34660.16,1.0,1926.3599999999933,-1499.6700000000055
0,151315,57.79,2.667,0.0,0.0,0.0,0.0,0.0,211.3806429,8.106,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,38086.19,1.0,-1499.6700000000055,3917.8499999999985
0,151315,54.58,2.72,0.0,0.0,0.0,0.0,0.0,211.21563500000002,8.106,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,32668.67,1.0,3917.8499999999985,2468.409999999996
0,151315,51.45,2.7319999999999998,0.0,0.0,0.0,0.0,0.0,211.0180424,8.106,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,34118.11,1.0,2468.409999999996,2714.449999999997
0,151315,59.58,3.2880000000000003,0.0,0.0,0.0,0.0,0.0,213.8233327,7.742000000000001,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,33677.18,1.0,2909.3399999999965,-1357.4400000000023
0,151315,53.56,3.4589999999999996,0.0,0.0,0.0,0.0,0.0,214.11105640000002,7.742000000000001,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,37943.96,1.0,-1357.4400000000023,1357.3999999999942
0,151315,62.76,3.488,0.0,0.0,0.0,0.0,0.0,214.3627114,7.742000000000001,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,35229.12,1.0,1357.3999999999942,1723.489999999998
0,151315,69.97,3.4730000000000003,0.0,0.0,0.0,0.0,0.0,214.59993889999998,7.742000000000001,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,34863.03,1.0,1723.489999999998,1773.3999999999942
0,151315,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.8480454,7.348,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,34953.85,1.0,1632.6699999999983,-1873.4600000000064
0,151315,58.76,3.6689999999999996,10331.04,151.88,6.0,671.43,5509.84,221.05918870000002,7.348,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,38459.98,1.0,-1873.4600000000064,-2348.25
0,151315,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.21181319999997,7.348,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,38934.77,1.0,-2348.25,-1538.800000000003
0,151315,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,38125.32,1.0,-1538.800000000003,0.0
0,151315,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,36586.52,1.0,0.0,-1131.9900000000052
0,151315,46.5,2.625,0.0,0.0,0.0,0.0,0.0,211.3501429,8.106,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,24101.89,1.0,-397.52000000000044,622.2299999999996
0,151315,57.79,2.667,0.0,0.0,0.0,0.0,0.0,211.3806429,8.106,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,23082.14,1.0,622.2299999999996,2205.4500000000007
0,151315,54.58,2.72,0.0,0.0,0.0,0.0,0.0,211.21563500000002,8.106,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,21498.92,1.0,2205.4500000000007,1071.7999999999993
0,151315,51.45,2.7319999999999998,0.0,0.0,0.0,0.0,0.0,211.0180424,8.106,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,22632.57,1.0,1071.7999999999993,-15267.52
0,151315,59.58,3.2880000000000003,0.0,0.0,0.0,0.0,0.0,213.8233327,7.742000000000001,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,23870.31,1.0,-165.94000000000233,-5198.0
0,151315,53.56,3.4589999999999996,0.0,0.0,0.0,0.0,0.0,214.11105640000002,7.742000000000001,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,28902.37,1.0,-5198.0,0.0
0,151315,62.76,3.488,0.0,0.0,0.0,0.0,0.0,214.3627114,7.742000000000001,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,23704.37,1.0,0.0,1018.6800000000003
0,151315,69.97,3.4730000000000003,0.0,0.0,0.0,0.0,0.0,214.59993889999998,7.742000000000001,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,22685.69,1.0,1018.6800000000003,4985.149999999998
0,151315,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.8480454,7.348,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,30797.88,1.0,-7093.510000000002,-6938.16
0,151315,58.76,3.6689999999999996,10331.04,151.88,6.0,671.43,5509.84,221.05918870000002,7.348,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,30642.53,1.0,-6938.16,-1787.8400000000001
