Store,Dept,Date,Weekly_Sales,IsHoliday_x,Type,Size,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday_y
1,4,2010-03-05,38086.19,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106,False
1,5,2010-03-05,23082.14,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106,False
1,1,2010-03-12,21043.39,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106,False
1,2,2010-03-12,43751.94,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106,False
1,3,2010-03-12,10123.45,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106,False
1,4,2010-03-12,32668.67,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106,False
1,5,2010-03-12,21498.92,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106,False
1,1,2010-03-19,22136.64,False,A,151315,54.58,2.72,,,,,,211.21563500000002,8.106,False
1,2,2010-03-19,43615.49,False,A,151315,54.58,2.72,,,,,,211.21563500000002,8.106,False
1,3,2010-03-19,9001.37,False,A,151315,54.58,2.72,,,,,,211.21563500000002,8.106,False
1,4,2010-03-19,34118.11,False,A,151315,54.58,2.72,,,,,,211.21563500000002,8.106,False
1,5,2010-03-19,22632.57,False,A,151315,54.58,2.72,,,,,,211.21563500000002,8.106,False
1,1,2010-03-26,26229.21,False,A,151315,51.45,2.7319999999999998,,,,,,211.0180424,8.106,False
1,2,2010-03-26,41892.55,False,A,151315,51.45,2.7319999999999998,,,,,,211.0180424,8.106,False
1,3,2010-03-26,10366.85,False,A,151315,51.45,2.7319999999999998,,,,,,211.0180424,8.106,False
1,4,2010-03-26,33872.07,False,A,151315,51.45,2.7319999999999998,,,,,,211.0180424,8.106,False
1,5,2010-03-26,38971.89,False,A,151315,51.45,2.7319999999999998,,,,,,211.0180424,8.106,False
1,1,2010-04-02,57258.43,False,A,151315,62.27,2.719,,,,,,210.82044989999997,7.808,False
1,2,2010-04-02,47450.5,False,A,151315,62.27,2.719,,,,,,210.82044989999997,7.808,False
1,3,2010-04-02,11157.08,False,A,151315,62.27,2.719,,,,,,210.82044989999997,7.808,False
1,4,2010-04-02,37809.49,False,A,151315,62.27,2.719,,,,,,210.82044989999997,7.808,False
1,5,2010-04-02,29967.92,False,A,151315,62.27,2.719,,,,,,210.82044989999997,7.808,False
1,1,2010-04-09,42960.91,False,A,151315,65.86,2.77,,,,,,210.62285740000002,7.808,False
1,2,2010-04-09,46549.73,False,A,151315,65.86,2.77,,,,,,210.62285740000002,7.808,False
1,3,2010-04-09,10179.29,False,A,151315,65.86,2.77,,,,,,210.62285740000002,7.808,False
1,4,2010-04-09,36174.43,False,A,151315,65.86,2.77,,,,,,210.62285740000002,7.808,False
1,5,2010-04-09,18516.45,False,A,151315,65.86,2.77,,,,,,210.62285740000002,7.808,False
1,1,2010-04-16,17596.96,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1,2,2010-04-16,45025.02,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1,3,2010-04-16,9226.8,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1,4,2010-04-16,34740.19,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1,5,2010-04-16,11570.27,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1,1,2010-04-23,16145.35,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1,2,2010-04-23,44418.11,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1,3,2010-04-23,8868.93,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1,4,2010-04-23,33806.71,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1,5,2010-04-23,24763.98,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1,1,2010-04-30,16555.11,False,A,151315,67.41,2.78,,,,,,210.3895456,7.808,False
1,2,2010-04-30,45971.3,False,A,151315,67.41,2.78,,,,,,210.3895456,7.808,False
1,3,2010-04-30,9337.44,False,A,151315,67.41,2.78,,,,,,210.3895456,7.808,False
1,4,2010-04-30,33437.8,False,A,151315,67.41,2.78,,,,,,210.3895456,7.808,False
1,5,2010-04-30,22006.41,False,A,151315,67.41,2.78,,,,,,210.3895456,7.808,False
1,1,2010-05-07,17413.94,False,A,151315,72.55,2.835,,,,,,210.33996839999998,7.808,False
1,2,2010-05-07,47903.01,False,A,151315,72.55,2.835,,,,,,210.33996839999998,7.808,False
1,3,2010-05-07,9372.8,False,A,151315,72.55,2.835,,,,,,210.33996839999998,7.808,False
1,4,2010-05-07,37168.34,False,A,151315,72.55,2.835,,,,,,210.33996839999998,7.808,False
1,5,2010-05-07,19260.44,False,A,151315,72.55,2.835,,,,,,210.33996839999998,7.808,False
1,1,2010-05-14,18926.74,False,A,151315,74.78,2.8539999999999996,,,,,,210.3374261,7.808,False
1,2,2010-05-14,43675.61,False,A,151315,74.78,2.8539999999999996,,,,,,210.3374261,7.808,False
1,3,2010-05-14,7919.86,False,A,151315,74.78,2.8539999999999996,,,,,,210.3374261,7.808,False
1,4,2010-05-14,33657.7,False,A,151315,74.78,2.8539999999999996,,,,,,210.3374261,7.808,False
1,5,2010-05-14,16891.66,False,A,151315,74.78,2.8539999999999996,,,,,,210.3374261,7.808,False
1,1,2010-05-21,14773.04,False,A,151315,76.44,2.826,,,,,,210.6170934,7.808,False
1,2,2010-05-21,44319.15,False,A,151315,76.44,2.826,,,,,,210.6170934,7.808,False
1,3,2010-05-21,7813.91,False,A,151315,76.44,2.826,,,,,,210.6170934,7.808,False
1,4,2010-05-21,35571.47,False,A,151315,76.44,2.826,,,,,,210.6170934,7.808,False
1,5,2010-05-21,16157.17,False,A,151315,76.44,2.826,,,,,,210.6170934,7.808,False
1,1,2010-05-28,15580.43,False,A,151315,80.44,2.759,,,,,,210.89676060000002,7.808,False
1,2,2010-05-28,44619.52,False,A,151315,80.44,2.759,,,,,,210.89676060000002,7.808,False
1,3,2010-05-28,8412.69,False,A,151315,80.44,2.759,,,,,,210.89676060000002,7.808,False
1,4,2010-05-28,36380.36,False,A,151315,80.44,2.759,,,,,,210.89676060000002,7.808,False
1,5,2010-05-28,15784.6,False,A,151315,80.44,2.759,,,,,,210.89676060000002,7.808,False
1,1,2010-06-04,17558.09,False,A,151315,80.69,2.705,,,,,,211.1764278,7.808,False
1,2,2010-06-04,48754.47,False,A,151315,80.69,2.705,,,,,,211.1764278,7.808,False
1,3,2010-06-04,8001.41,False,A,151315,80.69,2.705,,,,,,211.1764278,7.808,False
1,4,2010-06-04,40548.19,False,A,151315,80.69,2.705,,,,,,211.1764278,7.808,False
1,5,2010-06-04,22932.26,False,A,151315,80.69,2.705,,,,,,211.1764278,7.808,False
1,1,2010-06-11,16637.62,False,A,151315,80.43,2.668,,,,,,211.4560951,7.808,False
1,2,2010-06-11,47089.54,False,A,151315,80.43,2.668,,,,,,211.4560951,7.808,False
1,3,2010-06-11,7742.75,False,A,151315,80.43,2.668,,,,,,211.4560951,7.808,False
1,4,2010-06-11,36579.96,False,A,151315,80.43,2.668,,,,,,211.4560951,7.808,False
1,5,2010-06-11,21817.36,False,A,151315,80.43,2.668,,,,,,211.4560951,7.808,False
1,1,2010-06-18,16216.27,False,A,151315,84.11,2.637,,,,,,211.4537719,7.808,False
1,2,2010-06-18,44428.71,False,A,151315,84.11,2.637,,,,,,211.4537719,7.808,False
1,3,2010-06-18,8201.06,False,A,151315,84.11,2.637,,,,,,211.4537719,7.808,False
1,4,2010-06-18,35059.52,False,A,151315,84.11,2.637,,,,,,211.4537719,7.808,False
1,5,2010-06-18,19778.44,False,A,151315,84.11,2.637,,,,,,211.4537719,7.808,False
1,1,2010-06-25,16328.72,False,A,151315,84.34,2.653,,,,,,211.33865260000002,7.808,False
1,2,2010-06-25,45299.92,False,A,151315,84.34,2.653,,,,,,211.33865260000002,7.808,False
1,3,2010-06-25,6591.22,False,A,151315,84.34,2.653,,,,,,211.33865260000002,7.808,False
1,4,2010-06-25,34454.69,False,A,151315,84.34,2.653,,,,,,211.33865260000002,7.808,False
1,5,2010-06-25,19054.58,False,A,151315,84.34,2.653,,,,,,211.33865260000002,7.808,False
1,1,2010-07-02,16333.14,False,A,151315,80.91,2.6689999999999996,,,,,,211.2235333,7.787000000000001,False
1,2,2010-07-02,47077.72,False,A,151315,80.91,2.6689999999999996,,,,,,211.2235333,7.787000000000001,False
1,3,2010-07-02,7857.88,False,A,151315,80.91,2.6689999999999996,,,,,,211.2235333,7.787000000000001,False
1,4,2010-07-02,39773.71,False,A,151315,80.91,2.6689999999999996,,,,,,211.2235333,7.787000000000001,False
1,5,2010-07-02,18887.71,False,A,151315,80.91,2.6689999999999996,,,,,,211.2235333,7.787000000000001,False
1,1,2010-07-09,17688.76,False,A,151315,80.48,2.642,,,,,,211.108414,7.787000000000001,False
1,2,2010-07-09,46752.12,False,A,151315,80.48,2.642,,,,,,211.108414,7.787000000000001,False
1,3,2010-07-09,8112.67,False,A,151315,80.48,2.642,,,,,,211.108414,7.787000000000001,False
1,4,2010-07-09,39781.45,False,A,151315,80.48,2.642,,,,,,211.108414,7.787000000000001,False
1,5,2010-07-09,20249.54,False,A,151315,80.48,2.642,,,,,,211.108414,7.787000000000001,False
1,1,2010-07-16,17150.84,False,A,151315,83.15,2.623,,,,,,211.10038540000002,7.787000000000001,False
1,2,2010-07-16,44339.2,False,A,151315,83.15,2.623,,,,,,211.10038540000002,7.787000000000001,False
1,3,2010-07-16,13751.3,False,A,151315,83.15,2.623,,,,,,211.10038540000002,7.787000000000001,False
1,4,2010-07-16,35234.66,False,A,151315,83.15,2.623,,,,,,211.10038540000002,7.787000000000001,False
1,5,2010-07-16,17918.22,False,A,151315,83.15,2.623,,,,,,211.10038540000002,7.787000000000001,False
1,1,2010-07-23,15360.45,False,A,151315,83.36,2.608,,,,,,211.2351443,7.787000000000001,False
1,2,2010-07-23,44763.33,False,A,151315,83.36,2.608,,,,,,211.2351443,7.787000000000001,False
1,3,2010-07-23,16930.62,False,A,151315,83.36,2.608,,,,,,211.2351443,7.787000000000001,False
1,4,2010-07-23,36624.71,False,A,151315,83.36,2.608,,,,,,211.2351443,7.787000000000001,False
1,5,2010-07-23,17313.46,False,A,151315,83.36,2.608,,,,,,211.2351443,7.787000000000001,False
1,1,2010-07-30,15381.82,False,A,151315,81.84,2.64,,,,,,211.36990319999995,7.787000000000001,False
1,2,2010-07-30,45833.77,False,A,151315,81.84,2.64,,,,,,211.36990319999995,7.787000000000001,False
1,3,2010-07-30,20915.95,False,A,151315,81.84,2.64,,,,,,211.36990319999995,7.787000000000001,False
1,4,2010-07-30,36419.68,False,A,151315,81.84,2.64,,,,,,211.36990319999995,7.787000000000001,False
1,5,2010-07-30,16472.48,False,A,151315,81.84,2.64,,,,,,211.36990319999995,7.787000000000001,False
1,1,2010-08-06,17508.41,False,A,151315,87.16,2.627,,,,,,211.5046621,7.787000000000001,False
1,2,2010-08-06,50031.73,False,A,151315,87.16,2.627,,,,,,211.5046621,7.787000000000001,False
1,3,2010-08-06,26719.02,False,A,151315,87.16,2.627,,,,,,211.5046621,7.787000000000001,False
1,4,2010-08-06,40973.88,False,A,151315,87.16,2.627,,,,,,211.5046621,7.787000000000001,False
1,5,2010-08-06,16926.17,False,A,151315,87.16,2.627,,,,,,211.5046621,7.787000000000001,False
1,1,2010-08-13,15536.4,False,A,151315,87.0,2.6919999999999997,,,,,,211.63942110000002,7.787000000000001,False
1,2,2010-08-13,45475.69,False,A,151315,87.0,2.6919999999999997,,,,,,211.63942110000002,7.787000000000001,False
1,3,2010-08-13,30640.54,False,A,151315,87.0,2.6919999999999997,,,,,,211.63942110000002,7.787000000000001,False
1,4,2010-08-13,36461.66,False,A,151315,87.0,2.6919999999999997,,,,,,211.63942110000002,7.787000000000001,False
1,5,2010-08-13,15544.62,False,A,151315,87.0,2.6919999999999997,,,,,,211.63942110000002,7.787000000000001,False
1,1,2010-08-20,15740.13,False,A,151315,86.65,2.6639999999999997,,,,,,211.60336329999998,7.787000000000001,False
1,2,2010-08-20,49754.17,False,A,151315,86.65,2.6639999999999997,,,,,,211.60336329999998,7.787000000000001,False
1,3,2010-08-20,41101.93,False,A,151315,86.65,2.6639999999999997,,,,,,211.60336329999998,7.787000000000001,False
1,4,2010-08-20,39706.1,False,A,151315,86.65,2.6639999999999997,,,,,,211.60336329999998,7.787000000000001,False
1,5,2010-08-20,15412.44,False,A,151315,86.65,2.6639999999999997,,,,,,211.60336329999998,7.787000000000001,False
1,1,2010-08-27,15793.87,False,A,151315,85.22,2.6189999999999998,,,,,,211.5673056,7.787000000000001,False
1,2,2010-08-27,49623.53,False,A,151315,85.22,2.6189999999999998,,,,,,211.5673056,7.787000000000001,False
1,3,2010-08-27,51159.17,False,A,151315,85.22,2.6189999999999998,,,,,,211.5673056,7.787000000000001,False
1,4,2010-08-27,36404.6,False,A,151315,85.22,2.6189999999999998,,,,,,211.5673056,7.787000000000001,False
1,5,2010-08-27,13570.32,False,A,151315,85.22,2.6189999999999998,,,,,,211.5673056,7.787000000000001,False
1,1,2010-09-03,16241.78,False,A,151315,81.21,2.577,,,,,,211.53124790000004,7.787000000000001,False
1,2,2010-09-03,49015.05,False,A,151315,81.21,2.577,,,,,,211.53124790000004,7.787000000000001,False
1,3,2010-09-03,19081.8,False,A,151315,81.21,2.577,,,,,,211.53124790000004,7.787000000000001,False
1,4,2010-09-03,38321.88,False,A,151315,81.21,2.577,,,,,,211.53124790000004,7.787000000000001,False
1,5,2010-09-03,15390.52,False,A,151315,81.21,2.577,,,,,,211.53124790000004,7.787000000000001,False
1,1,2010-09-10,18194.74,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True
1,2,2010-09-10,45182.5,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True
1,3,2010-09-10,12134.69,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True
1,4,2010-09-10,36603.78,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True
1,5,2010-09-10,17776.56,True,A,151315,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True
1,1,2010-09-17,19354.23,False,A,151315,82.11,2.582,,,,,,211.5224596,7.787000000000001,False
1,2,2010-09-17,44681.64,False,A,151315,82.11,2.582,,,,,,211.5224596,7.787000000000001,False
1,3,2010-09-17,10722.46,False,A,151315,82.11,2.582,,,,,,211.5224596,7.787000000000001,False
1,4,2010-09-17,33999.01,False,A,151315,82.11,2.582,,,,,,211.5224596,7.787000000000001,False
1,5,2010-09-17,15862.61,False,A,151315,82.11,2.582,,,,,,211.5224596,7.787000000000001,False
1,1,2010-09-24,18122.52,False,A,151315,80.94,2.6239999999999997,,,,,,211.59722459999998,7.787000000000001,False
1,2,2010-09-24,42477.49,False,A,151315,80.94,2.6239999999999997,,,,,,211.59722459999998,7.787000000000001,False
1,3,2010-09-24,8097.92,False,A,151315,80.94,2.6239999999999997,,,,,,211.59722459999998,7.787000000000001,False
1,4,2010-09-24,32497.43,False,A,151315,80.94,2.6239999999999997,,,,,,211.59722459999998,7.787000000000001,False
1,5,2010-09-24,17039.38,False,A,151315,80.94,2.6239999999999997,,,,,,211.59722459999998,7.787000000000001,False
1,1,2010-10-01,20094.19,False,A,151315,71.89,2.603,,,,,,211.6719895,7.837999999999999,False
1,2,2010-10-01,45829.02,False,A,151315,71.89,2.603,,,,,,211.6719895,7.837999999999999,False
1,3,2010-10-01,9775.17,False,A,151315,71.89,2.603,,,,,,211.6719895,7.837999999999999,False
1,4,2010-10-01,34912.45,False,A,151315,71.89,2.603,,,,,,211.6719895,7.837999999999999,False
1,5,2010-10-01,23381.38,False,A,151315,71.89,2.603,,,,,,211.6719895,7.837999999999999,False
1,1,2010-10-08,23388.03,False,A,151315,63.93,2.633,,,,,,211.74675440000001,7.837999999999999,False
1,2,2010-10-08,46387.54,False,A,151315,63.93,2.633,,,,,,211.74675440000001,7.837999999999999,False
1,3,2010-10-08,10081.8,False,A,151315,63.93,2.633,,,,,,211.74675440000001,7.837999999999999,False
1,4,2010-10-08,35772.82,False,A,151315,63.93,2.633,,,,,,211.74675440000001,7.837999999999999,False
1,5,2010-10-08,19853.57,False,A,151315,63.93,2.633,,,,,,211.74675440000001,7.837999999999999,False
1,1,2010-10-15,26978.34,False,A,151315,67.18,2.72,,,,,,211.81374359999998,7.837999999999999,False
1,2,2010-10-15,43110.79,False,A,151315,67.18,2.72,,,,,,211.81374359999998,7.837999999999999,False
1,3,2010-10-15,9735.73,False,A,151315,67.18,2.72,,,,,,211.81374359999998,7.837999999999999,False
1,4,2010-10-15,34693.27,False,A,151315,67.18,2.72,,,,,,211.81374359999998,7.837999999999999,False
1,5,2010-10-15,20443.05,False,A,151315,67.18,2.72,,,,,,211.81374359999998,7.837999999999999,False
1,1,2010-10-22,25543.04,False,A,151315,69.86,2.725,,,,,,211.8612937,7.837999999999999,False
1,2,2010-10-22,42371.48,False,A,151315,69.86,2.725,,,,,,211.8612937,7.837999999999999,False
1,3,2010-10-22,8614.41,False,A,151315,69.86,2.725,,,,,,211.8612937,7.837999999999999,False
1,4,2010-10-22,32902.26,False,A,151315,69.86,2.725,,,,,,211.8612937,7.837999999999999,False
1,5,2010-10-22,19525.85,False,A,151315,69.86,2.725,,,,,,211.8612937,7.837999999999999,False
1,1,2010-10-29,38640.93,False,A,151315,69.64,2.716,,,,,,211.9088438,7.837999999999999,False
1,2,2010-10-29,44081.33,False,A,151315,69.64,2.716,,,,,,211.9088438,7.837999999999999,False
1,3,2010-10-29,9283.09,False,A,151315,69.64,2.716,,,,,,211.9088438,7.837999999999999,False
1,4,2010-10-29,35202.44,False,A,151315,69.64,2.716,,,,,,211.9088438,7.837999999999999,False
1,5,2010-10-29,16377.46,False,A,151315,69.64,2.716,,,,,,211.9088438,7.837999999999999,False
1,1,2010-11-05,34238.88,False,A,151315,58.74,2.6889999999999996,,,,,,211.95639390000002,7.837999999999999,False
1,2,2010-11-05,46381.43,False,A,151315,58.74,2.6889999999999996,,,,,,211.95639390000002,7.837999999999999,False
1,3,2010-11-05,9825.22,False,A,151315,58.74,2.6889999999999996,,,,,,211.95639390000002,7.837999999999999,False
1,4,2010-11-05,37980.55,False,A,151315,58.74,2.6889999999999996,,,,,,211.95639390000002,7.837999999999999,False
1,5,2010-11-05,23903.81,False,A,151315,58.74,2.6889999999999996,,,,,,211.95639390000002,7.837999999999999,False
1,1,2010-11-12,19549.39,False,A,151315,59.61,2.728,,,,,,212.003944,7.837999999999999,False
1,2,2010-11-12,43194.49,False,A,151315,59.61,2.728,,,,,,212.003944,7.837999999999999,False
1,3,2010-11-12,9146.77,False,A,151315,59.61,2.728,,,,,,212.003944,7.837999999999999,False
1,4,2010-11-12,35008.03,False,A,151315,59.61,2.728,,,,,,212.003944,7.837999999999999,False
1,5,2010-11-12,23698.89,False,A,151315,59.61,2.728,,,,,,212.003944,7.837999999999999,False
1,1,2010-11-19,19552.84,False,A,151315,51.41,2.7710000000000004,,,,,,211.88967369999997,7.837999999999999,False
1,2,2010-11-19,41443.25,False,A,151315,51.41,2.7710000000000004,,,,,,211.88967369999997,7.837999999999999,False
1,3,2010-11-19,9202.11,False,A,151315,51.41,2.7710000000000004,,,,,,211.88967369999997,7.837999999999999,False
1,4,2010-11-19,37078.61,False,A,151315,51.41,2.7710000000000004,,,,,,211.88967369999997,7.837999999999999,False
1,5,2010-11-19,24716.49,False,A,151315,51.41,2.7710000000000004,,,,,,211.88967369999997,7.837999999999999,False
1,1,2010-11-26,18820.29,True,A,151315,64.52,2.735,,,,,,211.74843330000002,7.837999999999999,True
1,2,2010-11-26,45681.98,True,A,151315,64.52,2.735,,,,,,211.74843330000002,7.837999999999999,True
1,3,2010-11-26,10706.81,True,A,151315,64.52,2.735,,,,,,211.74843330000002,7.837999999999999,True
1,4,2010-11-26,46201.27,True,A,151315,64.52,2.735,,,,,,211.74843330000002,7.837999999999999,True
1,5,2010-11-26,70158.86,True,A,151315,64.52,2.735,,,,,,211.74843330000002,7.837999999999999,True
1,1,2010-12-03,22517.56,False,A,151315,49.27,2.708,,,,,,211.60719300000002,7.837999999999999,False
1,2,2010-12-03,44405.02,False,A,151315,49.27,2.708,,,,,,211.60719300000002,7.837999999999999,False
1,3,2010-12-03,10856.85,False,A,151315,49.27,2.708,,,,,,211.60719300000002,7.837999999999999,False
1,4,2010-12-03,37110.55,False,A,151315,49.27,2.708,,,,,,211.60719300000002,7.837999999999999,False
1,5,2010-12-03,36472.02,False,A,151315,49.27,2.708,,,,,,211.60719300000002,7.837999999999999,False
1,1,2010-12-10,31497.65,False,A,151315,46.33,2.843,,,,,,211.4659526,7.837999999999999,False
1,2,2010-12-10,46955.82,False,A,151315,46.33,2.843,,,,,,211.4659526,7.837999999999999,False
1,3,2010-12-10,11219.78,False,A,151315,46.33,2.843,,,,,,211.4659526,7.837999999999999,False
1,4,2010-12-10,36364.31,False,A,151315,46.33,2.843,,,,,,211.4659526,7.837999999999999,False
1,5,2010-12-10,49517.17,False,A,151315,46.33,2.843,,,,,,211.4659526,7.837999999999999,False
1,1,2010-12-17,44912.86,False,A,151315,49.84,2.8689999999999998,,,,,,211.40531239999999,7.837999999999999,False
1,2,2010-12-17,49303.28,False,A,151315,49.84,2.8689999999999998,,,,,,211.40531239999999,7.837999999999999,False
1,3,2010-12-17,11986.84,False,A,151315,49.84,2.8689999999999998,,,,,,211.40531239999999,7.837999999999999,False
1,4,2010-12-17,39154.41,False,A,151315,49.84,2.8689999999999998,,,,,,211.40531239999999,7.837999999999999,False
1,5,2010-12-17,59589.48,False,A,151315,49.84,2.8689999999999998,,,,,,211.40531239999999,7.837999999999999,False
1,1,2010-12-24,55931.23,False,A,151315,52.33,2.886,,,,,,211.4051222,7.837999999999999,False
1,2,2010-12-24,59889.32,False,A,151315,52.33,2.886,,,,,,211.4051222,7.837999999999999,False
1,3,2010-12-24,12080.36,False,A,151315,52.33,2.886,,,,,,211.4051222,7.837999999999999,False
1,4,2010-12-24,47893.23,False,A,151315,52.33,2.886,,,,,,211.4051222,7.837999999999999,False
1,5,2010-12-24,85676.09,False,A,151315,52.33,2.886,,,,,,211.4051222,7.837999999999999,False
1,1,2010-12-31,19124.58,True,A,151315,48.43,2.943,,,,,,211.4049321,7.837999999999999,True
1,2,2010-12-31,35819.83,True,A,151315,48.43,2.943,,,,,,211.4049321,7.837999999999999,True
1,3,2010-12-31,8266.14,True,A,151315,48.43,2.943,,,,,,211.4049321,7.837999999999999,True
1,4,2010-12-31,36913.8,True,A,151315,48.43,2.943,,,,,,211.4049321,7.837999999999999,True
1,5,2010-12-31,32280.82,True,A,151315,48.43,2.943,,,,,,211.4049321,7.837999999999999,True
1,1,2011-01-07,15984.24,False,A,151315,48.27,2.9760000000000004,,,,,,211.40474190000003,7.742000000000001,False
1,2,2011-01-07,43202.29,False,A,151315,48.27,2.9760000000000004,,,,,,211.40474190000003,7.742000000000001,False
1,3,2011-01-07,15808.15,False,A,151315,48.27,2.9760000000000004,,,,,,211.40474190000003,7.742000000000001,False
1,4,2011-01-07,37947.8,False,A,151315,48.27,2.9760000000000004,,,,,,211.40474190000003,7.742000000000001,False
1,5,2011-01-07,22699.69,False,A,151315,48.27,2.9760000000000004,,,,,,211.40474190000003,7.742000000000001,False
1,1,2011-01-14,17359.7,False,A,151315,35.4,2.983,,,,,,211.4574109,7.742000000000001,False
1,2,2011-01-14,39857.4,False,A,151315,35.4,2.983,,,,,,211.4574109,7.742000000000001,False
1,3,2011-01-14,13275.87,False,A,151315,35.4,2.983,,,,,,211.4574109,7.742000000000001,False
1,4,2011-01-14,34393.95,False,A,151315,35.4,2.983,,,,,,211.4574109,7.742000000000001,False
1,5,2011-01-14,17445.37,False,A,151315,35.4,2.983,,,,,,211.4574109,7.742000000000001,False
1,1,2011-01-21,17341.47,False,A,151315,44.04,3.016,,,,,,211.82723430000004,7.742000000000001,False
1,2,2011-01-21,41596.99,False,A,151315,44.04,3.016,,,,,,211.82723430000004,7.742000000000001,False
1,3,2011-01-21,12532.94,False,A,151315,44.04,3.016,,,,,,211.82723430000004,7.742000000000001,False
1,4,2011-01-21,33735.58,False,A,151315,44.04,3.016,,,,,,211.82723430000004,7.742000000000001,False
1,5,2011-01-21,18438.07,False,A,151315,44.04,3.016,,,,,,211.82723430000004,7.742000000000001,False
1,1,2011-01-28,18461.18,False,A,151315,43.83,3.01,,,,,,212.19705770000002,7.742000000000001,False
1,2,2011-01-28,41651.01,False,A,151315,43.83,3.01,,,,,,212.19705770000002,7.742000000000001,False
1,3,2011-01-28,11983.34,False,A,151315,43.83,3.01,,,,,,212.19705770000002,7.742000000000001,False
1,4,2011-01-28,32905.88,False,A,151315,43.83,3.01,,,,,,212.19705770000002,7.742000000000001,False
1,5,2011-01-28,22118.7,False,A,151315,43.83,3.01,,,,,,212.19705770000002,7.742000000000001,False
1,1,2011-02-04,21665.76,False,A,151315,42.27,2.989,,,,,,212.56688119999998,7.742000000000001,False
1,2,2011-02-04,46829.12,False,A,151315,42.27,2.989,,,,,,212.56688119999998,7.742000000000001,False
