IsHoliday,Size,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,md1_present,md2_present,md3_present,md4_present,md5_present,Year,Day,Days_Until_Christmas,Black_Friday,Pre_christmas,Type_A,Type_B,Store_1,Store_2,Store_3,Dept_1,Dept_2,Dept_3,Dept_4,Dept_5,Month_1,Month_10,Month_11,Month_12,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Weekly_Sales
0,202307,46.1,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324,0,0,0,0,0,2010,26,308,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15635.95
0,202307,46.1,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324,0,0,0,0,0,2010,26,308,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64963.9
0,202307,46.1,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324,0,0,0,0,0,2010,26,308,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25962.32
0,151315,46.63,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.3196429,8.106,0,0,0,0,0,2010,26,308,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19403.54
0,151315,46.63,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.3196429,8.106,0,0,0,0,0,2010,26,308,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44292.87
0,151315,46.63,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.3196429,8.106,0,0,0,0,0,2010,26,308,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11135.17
0,151315,46.63,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.3196429,8.106,0,0,0,0,0,2010,26,308,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24101.89
0,37392,52.05,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,214.6475127,7.367999999999999,0,0,0,0,0,2010,26,308,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9913.15
0,37392,52.05,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,214.6475127,7.367999999999999,0,0,0,0,0,2010,26,308,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8012.43
0,37392,52.05,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,214.6475127,7.367999999999999,0,0,0,0,0,2010,26,308,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4807.77
0,37392,52.05,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,214.6475127,7.367999999999999,0,0,0,0,0,2010,26,308,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15112.23
0,37392,52.05,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,214.6475127,7.367999999999999,0,0,0,0,0,2010,26,308,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4992.0
0,202307,46.1,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324,0,0,0,0,0,2010,26,308,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,42126.71
0,151315,46.63,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.3196429,8.106,0,0,0,0,0,2010,26,308,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,34660.16
0,202307,46.1,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324,0,0,0,0,0,2010,26,308,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,26394.97
0,37392,53.04,2.625,0.0,0.0,0.0,0.0,0.0,214.6751386,7.367999999999999,0,0,0,0,0,2010,5,301,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8874.52
0,37392,53.04,2.625,0.0,0.0,0.0,0.0,0.0,214.6751386,7.367999999999999,0,0,0,0,0,2010,5,301,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8511.73
0,37392,53.04,2.625,0.0,0.0,0.0,0.0,0.0,214.6751386,7.367999999999999,0,0,0,0,0,2010,5,301,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4296.57
0,37392,53.04,2.625,0.0,0.0,0.0,0.0,0.0,214.6751386,7.367999999999999,0,0,0,0,0,2010,5,301,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16477.28
0,37392,53.04,2.625,0.0,0.0,0.0,0.0,0.0,214.6751386,7.367999999999999,0,0,0,0,0,2010,5,301,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5172.73
0,202307,47.17,2.625,0.0,0.0,0.0,0.0,0.0,211.0067542,8.324,0,0,0,0,0,2010,5,301,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27372.05
0,202307,47.17,2.625,0.0,0.0,0.0,0.0,0.0,211.0067542,8.324,0,0,0,0,0,2010,5,301,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,68428.64
0,202307,47.17,2.625,0.0,0.0,0.0,0.0,0.0,211.0067542,8.324,0,0,0,0,0,2010,5,301,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14895.96
0,202307,47.17,2.625,0.0,0.0,0.0,0.0,0.0,211.0067542,8.324,0,0,0,0,0,2010,5,301,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,46937.81
0,202307,47.17,2.625,0.0,0.0,0.0,0.0,0.0,211.0067542,8.324,0,0,0,0,0,2010,5,301,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,28609.08
0,151315,46.5,2.625,0.0,0.0,0.0,0.0,0.0,211.3501429,8.106,0,0,0,0,0,2010,5,301,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,23082.14
0,151315,46.5,2.625,0.0,0.0,0.0,0.0,0.0,211.3501429,8.106,0,0,0,0,0,2010,5,301,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,38086.19
0,151315,46.5,2.625,0.0,0.0,0.0,0.0,0.0,211.3501429,8.106,0,0,0,0,0,2010,5,301,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12275.58
0,151315,46.5,2.625,0.0,0.0,0.0,0.0,0.0,211.3501429,8.106,0,0,0,0,0,2010,5,301,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,48397.98
0,151315,46.5,2.625,0.0,0.0,0.0,0.0,0.0,211.3501429,8.106,0,0,0,0,0,2010,5,301,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21827.9
0,151315,57.79,2.667,0.0,0.0,0.0,0.0,0.0,211.3806429,8.106,0,0,0,0,0,2010,12,294,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,21498.92
0,151315,57.79,2.667,0.0,0.0,0.0,0.0,0.0,211.3806429,8.106,0,0,0,0,0,2010,12,294,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,32668.67
0,151315,57.79,2.667,0.0,0.0,0.0,0.0,0.0,211.3806429,8.106,0,0,0,0,0,2010,12,294,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10123.45
0,151315,57.79,2.667,0.0,0.0,0.0,0.0,0.0,211.3806429,8.106,0,0,0,0,0,2010,12,294,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43751.94
0,151315,57.79,2.667,0.0,0.0,0.0,0.0,0.0,211.3806429,8.106,0,0,0,0,0,2010,12,294,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21043.39
0,37392,63.08,2.667,0.0,0.0,0.0,0.0,0.0,214.70276459999997,7.367999999999999,0,0,0,0,0,2010,12,294,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5540.28
0,37392,63.08,2.667,0.0,0.0,0.0,0.0,0.0,214.70276459999997,7.367999999999999,0,0,0,0,0,2010,12,294,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15022.47
0,37392,63.08,2.667,0.0,0.0,0.0,0.0,0.0,214.70276459999997,7.367999999999999,0,0,0,0,0,2010,12,294,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6932.93
0,37392,63.08,2.667,0.0,0.0,0.0,0.0,0.0,214.70276459999997,7.367999999999999,0,0,0,0,0,2010,12,294,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8846.44
0,202307,57.56,2.667,0.0,0.0,0.0,0.0,0.0,211.03755099999998,8.324,0,0,0,0,0,2010,12,294,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,35103.72
0,202307,57.56,2.667,0.0,0.0,0.0,0.0,0.0,211.03755099999998,8.324,0,0,0,0,0,2010,12,294,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,42489.21
0,202307,57.56,2.667,0.0,0.0,0.0,0.0,0.0,211.03755099999998,8.324,0,0,0,0,0,2010,12,294,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13061.56
0,202307,57.56,2.667,0.0,0.0,0.0,0.0,0.0,211.03755099999998,8.324,0,0,0,0,0,2010,12,294,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,66622.03
0,202307,57.56,2.667,0.0,0.0,0.0,0.0,0.0,211.03755099999998,8.324,0,0,0,0,0,2010,12,294,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28660.87
0,37392,63.08,2.667,0.0,0.0,0.0,0.0,0.0,214.70276459999997,7.367999999999999,0,0,0,0,0,2010,12,294,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4067.62
0,151315,54.58,2.72,0.0,0.0,0.0,0.0,0.0,211.21563500000002,8.106,0,0,0,0,0,2010,19,287,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22136.64
0,37392,60.42,2.72,0.0,0.0,0.0,0.0,0.0,214.5301219,7.367999999999999,0,0,0,0,0,2010,19,287,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5118.12
0,37392,60.42,2.72,0.0,0.0,0.0,0.0,0.0,214.5301219,7.367999999999999,0,0,0,0,0,2010,19,287,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14631.7
0,37392,60.42,2.72,0.0,0.0,0.0,0.0,0.0,214.5301219,7.367999999999999,0,0,0,0,0,2010,19,287,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2444.09
0,37392,60.42,2.72,0.0,0.0,0.0,0.0,0.0,214.5301219,7.367999999999999,0,0,0,0,0,2010,19,287,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7043.63
0,37392,60.42,2.72,0.0,0.0,0.0,0.0,0.0,214.5301219,7.367999999999999,0,0,0,0,0,2010,19,287,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,9527.14
0,151315,54.58,2.72,0.0,0.0,0.0,0.0,0.0,211.21563500000002,8.106,0,0,0,0,0,2010,19,287,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43615.49
0,151315,54.58,2.72,0.0,0.0,0.0,0.0,0.0,211.21563500000002,8.106,0,0,0,0,0,2010,19,287,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9001.37
0,151315,54.58,2.72,0.0,0.0,0.0,0.0,0.0,211.21563500000002,8.106,0,0,0,0,0,2010,19,287,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,34118.11
0,151315,54.58,2.72,0.0,0.0,0.0,0.0,0.0,211.21563500000002,8.106,0,0,0,0,0,2010,19,287,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,22632.57
0,202307,54.52,2.72,0.0,0.0,0.0,0.0,0.0,210.8733316,8.324,0,0,0,0,0,2010,19,287,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28446.92
0,202307,54.52,2.72,0.0,0.0,0.0,0.0,0.0,210.8733316,8.324,0,0,0,0,0,2010,19,287,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,64307.01
0,202307,54.52,2.72,0.0,0.0,0.0,0.0,0.0,210.8733316,8.324,0,0,0,0,0,2010,19,287,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10394.28
0,202307,54.52,2.72,0.0,0.0,0.0,0.0,0.0,210.8733316,8.324,0,0,0,0,0,2010,19,287,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,44622.56
0,202307,54.52,2.72,0.0,0.0,0.0,0.0,0.0,210.8733316,8.324,0,0,0,0,0,2010,19,287,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,33232.94
0,37392,57.06,2.7319999999999998,0.0,0.0,0.0,0.0,0.0,214.3241011,7.367999999999999,0,0,0,0,0,2010,26,280,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,12599.55
0,37392,57.06,2.7319999999999998,0.0,0.0,0.0,0.0,0.0,214.3241011,7.367999999999999,0,0,0,0,0,2010,26,280,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6938.17
0,37392,57.06,2.7319999999999998,0.0,0.0,0.0,0.0,0.0,214.3241011,7.367999999999999,0,0,0,0,0,2010,26,280,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4302.59
0,37392,57.06,2.7319999999999998,0.0,0.0,0.0,0.0,0.0,214.3241011,7.367999999999999,0,0,0,0,0,2010,26,280,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14044.59
0,37392,57.06,2.7319999999999998,0.0,0.0,0.0,0.0,0.0,214.3241011,7.367999999999999,0,0,0,0,0,2010,26,280,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6620.12
0,202307,51.26,2.7319999999999998,0.0,0.0,0.0,0.0,0.0,210.6766095,8.324,0,0,0,0,0,2010,26,280,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32213.99
0,202307,51.26,2.7319999999999998,0.0,0.0,0.0,0.0,0.0,210.6766095,8.324,0,0,0,0,0,2010,26,280,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12406.44
0,202307,51.26,2.7319999999999998,0.0,0.0,0.0,0.0,0.0,210.6766095,8.324,0,0,0,0,0,2010,26,280,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,59770.18
0,202307,51.26,2.7319999999999998,0.0,0.0,0.0,0.0,0.0,210.6766095,8.324,0,0,0,0,0,2010,26,280,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,51778.35
0,151315,51.45,2.7319999999999998,0.0,0.0,0.0,0.0,0.0,211.0180424,8.106,0,0,0,0,0,2010,26,280,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,38971.89
